City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Fanai,IR,38.517,44.9745,37.47,72,38,2.28,scattered clouds
346,Chowchilla,US,37.123,-120.2602,59.45,100,100,0.0,fog
347,Yining,CN,29.0361,114.5636,39.56,57,0,1.72,clear sky
348,Seydi,TM,39.4816,62.9137,30.07,43,0,9.28,clear sky
349,Manokwari,ID,-0.8667,134.0833,79.0,82,98,3.69,overcast clouds
350,Abu Dhabi,AE,24.4667,54.3667,73.42,67,86,3.44,overcast clouds
351,Kralendijk,BQ,12.15,-68.2667,84.18,74,0,17.27,clear sky
352,Salalah,OM,17.0151,54.0924,75.29,83,40,3.44,scattered clouds
353,Ninotsminda,GE,41.2646,43.5916,18.86,82,3,6.15,clear sky
354,Wonthaggi,AU,-38.6044,145.5913,60.82,93,84,9.84,broken clouds
355,Lubango,AO,-14.9172,13.4925,64.83,74,93,3.11,overcast clouds
356,Funadhoo,MV,6.15,73.2667,80.71,70,76,9.06,broken clouds
357,Mantenopolis,BR,-18.8625,-41.1228,75.52,78,100,8.3,overcast clouds
358,Pak Phanang,TH,8.3511,100.202,77.85,78,98,6.78,overcast clouds
359,Chimore,BO,-16.9833,-65.1333,94.71,42,27,4.61,scattered clouds
360,Guamal,CO,9.1433,-74.2238,90.54,50,32,0.94,scattered clouds
361,Ilulissat,GL,69.2167,-51.1,-12.82,74,1,5.28,clear sky
362,Misratah,LY,32.3754,15.0925,64.24,70,44,20.74,light rain
363,Lazaro Cardenas,MX,17.9583,-102.2,83.05,58,44,4.0,scattered clouds
364,Bud,US,39.447,-86.1758,-2.09,80,100,23.11,overcast clouds
365,Coihaique,CL,-45.5752,-72.0662,57.81,44,20,8.05,few clouds
366,Sumbe,AO,-11.2061,13.8437,76.93,77,90,6.55,overcast clouds
367,Oistins,BB,13.0667,-59.5333,84.29,61,75,23.02,broken clouds
368,Yenagoa,NG,4.9247,6.2642,81.79,60,8,7.87,clear sky
369,Tezu,IN,27.9167,96.1667,60.01,57,2,3.98,clear sky
370,Acari,PE,-15.4311,-74.6158,80.6,57,100,11.86,overcast clouds
371,Portland,US,45.5234,-122.6762,27.45,89,100,11.5,mist
372,Butterworth,MY,5.3991,100.3638,81.0,81,20,5.01,few clouds
373,Broken Hill,AU,-31.95,141.4333,75.4,41,70,7.67,broken clouds
374,Saint-Paul,RE,-21.0096,55.2707,80.71,80,100,13.53,overcast clouds
375,Rocha,UY,-34.4833,-54.3333,90.84,26,95,15.79,overcast clouds
376,Belyy Yar,RU,53.6039,91.3903,-14.15,79,75,0.0,fog
377,Jalpan,MX,21.2333,-99.4833,53.46,97,100,4.76,overcast clouds
378,Monte Carmelo,BR,-18.7247,-47.4986,82.33,42,26,6.6,scattered clouds
379,Baykit,RU,61.67,96.37,-29.96,100,79,1.1,broken clouds
380,Boyolangu,ID,-8.1181,111.8935,74.48,93,100,5.35,light rain
381,Adjumani,UG,3.3779,31.7909,79.09,36,86,2.59,overcast clouds
382,Grand Gaube,MU,-20.0064,57.6608,78.39,67,40,1.99,scattered clouds
383,Bima,ID,-8.4667,118.7167,76.33,96,100,1.57,overcast clouds
384,Bodh Gaya,IN,24.7,84.9833,55.29,76,0,0.0,mist
385,Mildura,AU,-34.2,142.15,60.08,76,0,8.66,clear sky
386,Tefe,BR,-3.3542,-64.7114,93.31,55,40,9.22,scattered clouds
387,Anshun,CN,26.25,105.9333,39.92,88,100,1.28,overcast clouds
388,Tres De Maio,BR,-27.7733,-54.24,92.88,22,24,11.56,few clouds
389,Hokitika,NZ,-42.7167,170.9667,58.46,86,100,1.86,overcast clouds
390,Khandyga,RU,62.6667,135.6,-23.06,97,100,0.47,overcast clouds
391,Hanyang,CN,32.1371,105.5126,40.62,70,5,1.05,clear sky
392,Narsaq,GL,60.9167,-46.05,14.22,66,0,7.63,clear sky
393,Abu Samrah,SY,35.3029,37.1841,51.87,78,83,3.58,broken clouds
394,Boa Esperanca,BR,-21.09,-45.5658,78.31,58,73,5.86,broken clouds
395,Ouesso,CG,1.6136,16.0517,78.03,62,72,2.91,broken clouds
396,Rudbar,AF,30.15,62.6,42.89,45,22,2.77,few clouds
397,Tadine,NC,-21.55,167.8833,78.04,84,19,6.98,few clouds
398,Keti Bandar,PK,24.1447,67.4497,70.81,48,18,6.35,few clouds
399,Sistranda,NO,63.7256,8.834,33.76,57,100,25.86,overcast clouds
400,Tawau,MY,4.2498,117.8871,78.93,83,100,3.0,overcast clouds
401,Eyl,SO,7.9803,49.8164,76.78,80,30,15.55,scattered clouds
402,Cody,US,44.5263,-109.0565,-3.75,69,0,3.44,clear sky
403,Semnan,IR,35.5729,53.3971,40.84,48,98,2.3,overcast clouds
404,Kalmunai,LK,7.4167,81.8167,75.52,91,66,13.4,broken clouds
405,Nizhnevartovsk,RU,60.9344,76.5531,8.62,78,100,11.18,light snow
406,Deputatskiy,RU,69.3,139.9,-24.2,88,5,5.44,clear sky
407,Liverpool,GB,53.4106,-2.9779,48.43,95,75,5.75,broken clouds
408,Dingle,PH,10.9995,122.6711,74.97,90,100,14.05,overcast clouds
409,Sioux Lookout,CA,50.1001,-91.917,-2.13,78,100,21.85,light snow
410,Santiago,CL,-33.4569,-70.6483,85.55,37,20,13.8,few clouds
411,Santa Maria,BR,-29.6842,-53.8069,90.7,33,75,6.91,broken clouds
412,Pelym,RU,61.0108,61.9978,24.04,90,47,7.34,scattered clouds
413,Meppel,NL,52.6958,6.1944,48.06,78,100,6.51,light rain
414,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,66,100,15.1,overcast clouds
415,Pisco,PE,-13.7,-76.2167,73.02,78,73,9.22,broken clouds
416,Pacific Grove,US,36.6177,-121.9166,56.01,93,0,7.0,clear sky
417,Kibre Mengist,ET,5.8833,38.9833,64.18,67,96,2.35,overcast clouds
418,Khor,RU,47.8861,134.9464,9.91,89,77,6.91,broken clouds
419,Aktash,RU,50.3,87.7333,-21.71,89,51,4.07,broken clouds
420,Port Macquarie,AU,-31.4333,152.9167,66.88,91,100,4.25,overcast clouds
421,Virginia Beach,US,36.8529,-75.978,46.44,57,75,25.32,broken clouds
422,Moerai,PF,-22.4333,-151.3333,76.26,76,9,16.4,clear sky
423,Vardo,NO,70.3705,31.1107,28.38,80,75,12.66,broken clouds
424,Sidi Ali,DZ,36.0998,0.4206,59.79,60,10,3.29,clear sky
425,Geraldton,AU,-28.7667,114.6,66.61,82,0,8.05,clear sky
426,Riohacha,CO,11.5444,-72.9072,87.91,55,40,16.11,scattered clouds
427,Torbat-E Jam,IR,35.244,60.6225,31.96,76,15,0.58,few clouds
428,Bay Roberts,CA,47.5999,-53.2648,32.05,76,64,4.0,broken clouds
429,Kijang,KR,35.2442,129.2139,24.53,47,4,6.31,clear sky
430,Livermore,US,37.6819,-121.768,52.38,95,100,4.61,mist
431,Vilnius,LT,54.6892,25.2798,36.72,100,100,8.05,mist
432,Kloulklubed,PW,7.0419,134.2556,75.7,75,83,8.19,broken clouds
433,Sandomierz,PL,50.6827,21.749,41.67,93,100,1.99,overcast clouds
434,Hami,CN,42.8,93.45,23.14,43,98,1.97,overcast clouds
435,Itoman,JP,26.1247,127.6694,57.22,67,100,26.46,overcast clouds
436,Road Town,VG,18.4167,-64.6167,84.24,65,40,8.05,scattered clouds
437,Nuevo Progreso,MX,23.1667,-97.95,44.47,56,99,13.0,overcast clouds
438,Ninghai,CN,29.2892,121.4247,32.85,52,0,5.08,clear sky
439,Kampot,KH,10.6167,104.1833,68.05,72,100,4.54,overcast clouds
440,Havelock,US,34.8791,-76.9013,62.55,26,0,34.52,clear sky
441,Garcia,MX,25.8167,-100.5833,34.97,36,23,7.23,few clouds
442,Kokkarion,GR,37.7764,26.8939,59.92,71,40,7.0,scattered clouds
443,Lovozero,RU,68.005,35.0117,7.59,95,41,6.46,scattered clouds
444,Ouegoa,NC,-20.35,164.4333,78.57,83,34,6.98,scattered clouds
445,Winkler,CA,49.1817,-97.941,-7.42,77,99,16.11,overcast clouds
446,San Cristobal,VE,7.7669,-72.225,82.58,37,47,6.35,scattered clouds
447,Guasdualito,VE,7.2424,-70.7324,86.0,58,40,8.05,scattered clouds
448,Sarkand,KZ,45.41,79.9186,8.49,65,4,7.27,clear sky
449,Tulu Bolo,ET,8.6667,38.2167,61.21,63,95,3.24,overcast clouds
450,Esperance,AU,-33.8667,121.9,63.66,70,46,6.06,light rain
451,Vrangel,RU,42.7297,133.0839,24.8,63,99,21.45,overcast clouds
452,Bonthe,SL,7.5264,-12.505,81.99,65,23,10.04,few clouds
453,La Libertad,EC,-2.2333,-80.9,78.46,73,0,11.5,clear sky
454,Tevriz,RU,57.509,72.4042,18.7,95,100,7.05,light snow
455,Port Blair,IN,11.6667,92.75,80.64,78,40,5.75,mist
456,Kysyl-Syr,RU,63.8986,122.7617,-31.9,100,50,0.67,scattered clouds
457,Port Hueneme,US,34.1478,-119.1951,66.52,68,0,4.61,clear sky
458,Yuanping,CN,38.7153,112.7575,20.61,50,0,5.23,clear sky
459,Aksarka,RU,66.5606,67.7975,-6.07,99,100,3.33,overcast clouds
460,Angren,UZ,41.0167,70.1436,28.49,49,1,6.17,clear sky
461,Erenhot,CN,43.6475,111.9767,3.6,65,0,6.38,clear sky
462,Apac,UG,1.9756,32.5386,71.55,64,100,1.3,overcast clouds
463,Miquelon,PM,47.0975,-56.3814,33.8,74,17,10.33,few clouds
464,Necochea,AR,-38.5473,-58.7368,71.69,75,95,17.31,overcast clouds
465,Aranda De Duero,ES,41.6704,-3.6892,49.24,85,100,5.35,overcast clouds
466,Vulcan,RO,45.3833,23.2667,37.81,91,18,2.95,few clouds
467,Villa Maria,AR,-32.4075,-63.2402,78.01,57,100,11.03,overcast clouds
468,Aripuana,BR,-9.1667,-60.6333,84.4,73,76,2.33,broken clouds
469,Cerqueira Cesar,BR,-23.0356,-49.1661,76.37,53,61,11.59,broken clouds
470,Kuzino,RU,57.0224,59.4412,29.19,94,99,8.48,overcast clouds
471,Pandan,PH,14.0453,124.1694,75.4,88,100,23.82,overcast clouds
472,Vaitape,PF,-16.5167,-151.75,80.44,76,59,13.98,light rain
473,Pineville,US,31.3224,-92.4343,23.88,50,0,16.11,clear sky
474,Flin Flon,CA,54.7682,-101.865,-12.03,88,6,6.44,clear sky
475,Ulladulla,AU,-35.35,150.4667,61.86,78,37,4.16,scattered clouds
476,Luz,BR,-19.8014,-45.6856,77.76,66,68,5.14,broken clouds
477,Hornepayne,CA,49.2138,-84.7705,14.49,93,100,15.05,snow
478,Santa Cruz Del Norte,CU,23.1539,-81.9236,81.05,60,91,6.67,overcast clouds
479,Bulancak,TR,40.9372,38.2291,49.82,81,40,3.44,scattered clouds
480,Abha,SA,18.2164,42.5053,55.22,71,20,11.5,few clouds
481,Coffs Harbour,AU,-30.3,153.1333,69.13,94,40,0.0,light intensity shower rain
482,Cottonwood,US,34.7392,-112.0099,57.9,45,88,1.01,overcast clouds
483,Solvychegodsk,RU,61.3305,46.9156,32.88,94,100,7.63,overcast clouds
484,Warrnambool,AU,-38.3833,142.4833,55.45,84,100,8.86,overcast clouds
485,Pimentel,PE,-6.8367,-79.9342,80.89,57,0,20.71,clear sky
486,Durazno,UY,-33.4131,-56.5006,81.72,45,87,11.48,overcast clouds
487,Jerusalem,IL,31.769,35.2163,52.0,80,68,3.47,broken clouds
488,Tessalit,ML,20.1986,1.0114,69.24,19,89,9.89,overcast clouds
489,Srednekolymsk,RU,67.45,153.6833,-20.72,89,4,3.74,clear sky
490,Tautira,PF,-17.7333,-149.15,79.48,79,63,15.14,light rain
491,Moravsky Beroun,CZ,49.7937,17.4421,40.28,100,100,5.08,overcast clouds
492,Berdigestyakh,RU,62.0989,126.6992,-13.05,92,100,3.04,overcast clouds
493,Manitouwadge,CA,49.1215,-85.8403,13.8,92,100,16.28,snow
494,Panaba,MX,21.2833,-88.2667,81.72,64,56,6.11,moderate rain
495,Coalinga,US,36.1397,-120.3602,37.65,66,85,2.64,overcast clouds
496,Henties Bay,NA,-22.116,14.2845,64.02,88,7,7.9,clear sky
497,Molchanovo,RU,57.5817,83.7692,-2.7,86,100,12.37,overcast clouds
498,Vila Do Maio,CV,15.1333,-23.2167,81.39,70,0,15.05,clear sky
499,Polunochnoye,RU,60.8697,60.4153,27.34,85,64,6.35,broken clouds
500,Kaniama,CD,-7.5667,24.1833,65.75,97,78,1.92,broken clouds
501,Ormara,PK,25.2088,64.6357,69.1,27,48,19.08,scattered clouds
502,Jiwani,PK,25.05,61.7417,71.56,27,74,7.25,broken clouds
503,Magadan,RU,59.5667,150.8,9.99,55,91,12.68,overcast clouds
504,Tiarei,PF,-17.5333,-149.3333,82.42,79,63,16.67,light rain
505,Leh,IN,34.1667,77.5833,9.32,39,87,1.03,overcast clouds
506,Namatanai,PG,-3.6667,152.4333,79.29,82,94,4.43,overcast clouds
507,Nago,JP,26.5881,127.9761,55.83,61,100,23.94,overcast clouds
508,Kon Tum,VN,14.35,108.0,55.44,93,66,3.36,broken clouds
509,Caala,AO,-12.8525,15.5606,61.66,86,83,3.87,light rain
510,Andenes,NO,69.3143,16.1194,33.78,55,100,23.02,light snow
511,Camacha,PT,33.0833,-16.3333,65.62,73,20,13.8,few clouds
512,Bilma,NE,18.6853,12.9164,64.9,34,83,7.43,broken clouds
513,Galesong,ID,-5.3166,119.3661,78.82,89,100,18.57,overcast clouds
514,Changde,CN,29.0464,111.6783,44.85,31,4,3.98,clear sky
515,Banon,ES,40.8382,-1.1909,56.46,72,0,4.61,clear sky
516,North Myrtle Beach,US,33.816,-78.68,46.99,29,0,21.85,clear sky
517,Husavik,IS,66.0449,-17.3389,13.91,89,99,8.34,light snow
518,Dali,CN,25.7,100.1833,43.38,70,1,2.01,clear sky
519,Buraydah,SA,26.326,43.975,61.25,46,48,11.45,scattered clouds
520,Wageningen,NL,51.9667,5.6667,53.06,99,75,5.75,drizzle
521,Goure,NE,13.9835,10.2704,66.9,25,95,8.55,overcast clouds
522,San-Pedro,CI,4.7485,-6.6363,81.1,72,23,7.31,few clouds
523,Morondava,MG,-20.2833,44.2833,80.55,65,77,12.88,broken clouds
524,Moindou,NC,-21.6924,165.677,77.79,84,81,4.83,broken clouds
525,Arlit,NE,18.7369,7.3853,66.07,21,98,7.43,overcast clouds
526,Whitehorse,CA,60.7161,-135.0538,-21.23,69,100,6.91,light snow
527,Yumen,CN,40.2833,97.2,13.98,74,64,6.44,broken clouds
528,San Pedro,PH,14.35,121.0167,78.03,71,75,2.3,broken clouds
529,Harper,LR,4.375,-7.7169,81.16,73,48,8.68,scattered clouds
530,Marathon,US,44.9,-89.7668,-7.65,76,100,26.46,overcast clouds
531,Savalou,BJ,7.9281,1.9756,85.82,17,5,4.16,clear sky
532,Fort Nelson,CA,58.8053,-122.7002,-31.41,68,100,0.0,light snow
533,Drochia,MD,48.035,27.8161,35.76,79,23,7.0,few clouds
534,Saint-Pierre,RE,-21.3393,55.4781,80.28,74,0,3.44,clear sky
535,Cerro Punta,PA,8.85,-82.5667,65.1,58,40,4.61,light rain
536,Ust-Ilimsk,RU,58.0006,102.6619,-10.71,100,94,4.36,overcast clouds
537,Voznesenye,RU,61.0106,35.4781,32.52,97,100,5.77,overcast clouds
538,Dalby,AU,-27.1833,151.2667,70.79,63,100,4.54,overcast clouds
539,Charyshskoye,RU,51.3978,83.5598,-3.66,88,30,5.5,scattered clouds
540,Cicuco,CO,9.2631,-74.6569,89.19,52,21,3.38,few clouds
541,Okha,RU,53.5739,142.9478,27.32,95,100,17.52,light snow
542,Acapulco,MX,16.8634,-99.8901,84.02,70,20,6.91,few clouds
543,Rawah,IQ,34.4816,41.9093,58.33,53,100,7.63,overcast clouds
544,Halifax,CA,44.6453,-63.5724,41.0,95,100,32.21,moderate rain
545,Saint-Louis,SN,16.3333,-15.0,87.44,12,0,11.54,clear sky
546,Blairmore,CA,49.6,-114.4353,4.53,71,100,4.61,overcast clouds
547,Roebourne,AU,-20.7833,117.1333,81.95,54,26,13.8,scattered clouds
548,Martapura,ID,-3.4167,114.85,75.29,94,100,1.14,overcast clouds
549,Bathsheba,BB,13.2167,-59.5167,84.81,61,75,23.02,broken clouds
550,San Juan,AR,-31.5375,-68.5364,71.71,41,87,16.42,overcast clouds
551,Tornio,FI,65.8481,24.1466,19.42,94,11,4.59,few clouds
552,Tual,ID,-5.6667,132.75,83.48,70,76,4.12,broken clouds
553,Burgeo,CA,47.6167,-57.6152,29.43,69,18,10.02,few clouds
554,Mitsamiouli,KM,-11.3847,43.2844,80.62,75,100,5.55,overcast clouds
555,Hamilton,US,39.1834,-84.5333,-1.25,78,100,24.16,overcast clouds
556,Avanigadda,IN,16.0215,80.9181,69.84,80,33,5.53,scattered clouds
557,Pine Bluff,US,34.2284,-92.0032,17.1,51,0,16.11,clear sky
558,Victor Harbor,AU,-35.5667,138.6167,54.68,88,67,0.85,broken clouds
559,Mantua,IT,45.1667,10.7833,47.98,90,95,0.85,overcast clouds
560,Vao,NC,-22.6667,167.4833,78.78,80,36,7.76,scattered clouds
561,Urengoy,RU,65.9667,78.3667,3.13,94,100,13.91,overcast clouds
562,Quesnel,CA,52.9999,-122.5029,-8.9,77,100,3.44,light snow
563,Cururupu,BR,-1.8283,-44.8683,73.89,97,100,3.4,overcast clouds
564,Chapais,CA,49.7834,-74.8492,24.58,87,100,28.59,snow
565,Port Jervis,US,41.3751,-74.6927,45.28,83,91,15.39,light rain
566,Alexandria,EG,31.2156,29.9553,61.34,71,13,4.74,few clouds
567,Kiknur,RU,57.3034,47.2011,32.58,98,100,13.09,light snow
568,Pitimbu,BR,-7.4706,-34.8086,86.59,67,59,11.59,broken clouds
569,Havoysund,NO,70.9963,24.6622,25.03,87,100,2.75,overcast clouds
570,Krasnoselkup,RU,65.7,82.4667,-2.56,96,100,18.03,light snow
571,Codigoro,IT,44.8311,12.1142,50.09,89,84,4.0,broken clouds
572,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,59,40,19.06,scattered clouds
573,Zhuhai,CN,22.2769,113.5678,60.51,72,0,9.22,clear sky
574,Brewster,US,41.3973,-73.6171,48.52,90,100,14.97,overcast clouds
575,Santa Cruz,BO,-17.8,-63.1667,91.45,55,75,18.41,broken clouds
576,Novikovo,RU,51.1537,37.8879,37.26,95,100,9.66,overcast clouds
577,Puerto Escondido,MX,15.85,-97.0667,84.72,59,17,8.79,few clouds
578,Jumla,NP,29.2747,82.1838,31.96,28,0,6.35,clear sky
579,Tarakan,ID,3.3,117.6333,77.23,88,100,10.65,light rain
580,Blytheville,US,35.9273,-89.919,6.73,59,20,16.11,few clouds
581,Gucheng,CN,35.9115,111.3192,33.87,42,0,2.64,clear sky
582,Ust-Tsilma,RU,65.441,52.1498,11.89,98,97,2.98,light snow
583,Riverton,US,40.5219,-111.9391,33.17,81,98,1.01,overcast clouds
584,Ajdabiya,LY,30.7554,20.2263,64.11,56,32,13.67,scattered clouds
585,Westminster,US,39.8367,-105.0372,22.57,66,40,4.0,scattered clouds
586,Port Keats,AU,-14.25,129.55,80.51,85,100,13.31,light rain
587,Bac Lieu,VN,9.285,105.7244,74.37,78,100,11.32,overcast clouds
588,Kodinsk,RU,58.6881,99.1844,-8.0,100,95,2.73,overcast clouds
589,Turukhansk,RU,65.8167,87.9833,-6.05,96,100,17.76,light snow
590,Gorkovskiy,RU,45.6542,41.199,35.58,74,0,6.62,clear sky
591,Lakes Entrance,AU,-37.8811,147.981,58.15,94,39,6.44,scattered clouds
592,Shenjiamen,CN,29.9576,122.298,40.01,45,0,21.54,clear sky
593,Samarai,PG,-10.6167,150.6667,83.34,79,86,13.42,overcast clouds
594,Suez,EG,29.9737,32.5263,63.5,64,57,8.05,broken clouds
595,Turkistan,KZ,43.0,68.0,18.61,78,4,4.94,clear sky
596,Nyurba,RU,63.2842,118.3319,-33.84,100,24,1.61,few clouds
597,Ambilobe,MG,-13.2,49.05,75.79,91,85,1.28,moderate rain
598,Gunnedah,AU,-30.9833,150.25,65.28,95,100,6.58,overcast clouds
599,Abu Kamal,SY,34.4506,40.9171,58.44,57,100,8.16,overcast clouds
600,Maralal,KE,1.0968,36.698,59.81,84,96,6.42,overcast clouds
601,Muros,ES,42.7762,-9.0603,60.67,95,100,22.46,overcast clouds
602,Mandalgovi,MN,45.7625,106.2708,5.52,81,5,6.98,clear sky
603,Shebekino,RU,50.4097,36.9136,40.42,94,100,9.75,overcast clouds
604,Vestmanna,FO,62.1564,-7.1664,27.52,69,75,12.66,broken clouds
605,Shakawe,BW,-18.3667,21.85,77.27,49,13,6.51,few clouds
606,Maceio,BR,-9.6658,-35.7353,87.24,66,75,16.11,broken clouds
607,Viedma,AR,-40.8135,-62.9967,69.55,23,96,17.9,overcast clouds
608,Catamarca,AR,-28.4696,-65.7852,90.21,39,15,21.99,few clouds
609,Prescott,US,34.54,-112.4685,52.34,39,0,3.44,clear sky
610,Shimoda,JP,34.6667,138.95,32.11,58,38,29.24,scattered clouds
611,Kishtwar,IN,33.3167,75.7667,35.33,43,42,4.99,scattered clouds
612,Lensk,RU,60.7253,114.9278,9.75,91,100,9.62,overcast clouds
613,Remontnoye,RU,46.5614,43.6501,42.46,77,63,12.84,broken clouds
614,Micheweni,TZ,-4.9667,39.8333,80.35,83,100,9.24,overcast clouds
615,Broome,US,42.2506,-75.833,30.58,93,100,21.85,heavy snow
616,Salvador,SV,13.8333,-88.9167,84.06,45,1,3.65,clear sky
617,Egvekinot,RU,66.3167,-179.1667,5.85,82,3,13.65,clear sky
618,Iquique,CL,-20.2208,-70.1431,73.44,63,0,8.03,clear sky
619,Coahuayana,MX,18.7333,-103.6833,85.39,49,87,3.53,overcast clouds
620,Campos Altos,BR,-19.6961,-46.1714,72.52,74,83,4.21,light rain
621,Teguise,ES,29.0605,-13.564,68.22,73,0,3.44,clear sky
622,Makat,KZ,47.6469,53.3463,27.28,61,0,12.41,clear sky
623,Gizo,SB,-8.103,156.8419,78.3,86,100,8.37,moderate rain
624,Newcastle,AU,-32.9272,151.7765,66.7,91,100,5.75,overcast clouds
625,Siyabuswa,ZA,-25.1132,29.0445,77.95,37,0,5.91,clear sky
626,Ketchikan,US,55.3422,-131.6461,26.58,86,100,3.44,snow
627,Coromandel,BR,-18.4733,-47.2003,77.04,60,32,9.66,scattered clouds
628,Rio Gallegos,AR,-51.6226,-69.2181,59.05,25,20,39.12,few clouds
629,Xining,CN,36.6167,101.7667,22.46,28,9,0.94,clear sky
630,Aneho,TG,6.2333,1.6,84.4,53,20,10.2,few clouds
631,Gerede,TR,40.8008,32.1969,31.87,76,0,4.05,clear sky
632,Nauen,DE,52.607,12.8737,45.09,94,100,3.49,overcast clouds
633,Urumqi,CN,43.801,87.6005,11.35,92,75,2.24,mist
634,Bilibino,RU,68.0546,166.4372,5.59,75,6,5.37,clear sky
635,Aquiraz,BR,-3.9014,-38.3911,91.45,59,93,9.24,overcast clouds
636,Dembi Dolo,ET,8.5333,34.8,67.41,47,100,1.88,overcast clouds
637,Bukachacha,RU,52.9833,116.9167,-17.84,94,13,3.06,few clouds
638,Partyzany,UA,46.3314,34.7503,41.47,85,82,1.3,broken clouds
639,Solnechnyy,RU,50.7214,136.6319,15.35,92,94,13.27,snow
640,Awjilah,LY,29.1081,21.2869,61.36,64,70,12.46,broken clouds
641,Nuevitas,CU,21.5453,-77.2644,84.04,51,3,7.05,clear sky
642,Foumbot,CM,5.5079,10.6356,71.58,47,57,2.42,broken clouds
643,Mindelo,CV,16.8901,-24.9804,78.35,61,20,20.71,few clouds
644,Morros,BR,-9.4467,-46.3003,78.85,70,97,5.88,overcast clouds
645,Teguldet,RU,57.3064,88.1667,-3.84,91,100,8.3,overcast clouds
646,Camargo,MX,27.6667,-105.1667,57.18,28,0,8.66,clear sky
